id,supl_iata,start,end,supplier,iata,value,currency,per_volume,supl_iata_1,value_per_usdc
242,Aurora-RIX,2019-06-06,2020-03-31,Aurora,RIX,2.2532,USD,gallion.USG.UGL,,225.32000000000002
243,Aurora-SBZ,2020-04-15,2021-03-31,Aurora,SBZ,2.0028,EUR,gallion.USG.UGL,,183.92873542106713
244,Aurora-SGN,2020-01-06,2021-03-31,Aurora,SGN,0.7244,USD,gallion.USG.UGL,,72.44
245,Aurora-SSH,2021-01-04,2022-03-31,Aurora,SSH,214.65,USDC,gallion.USG.UGL,,197.12553953531088
246,Aurora-STN,2020-01-05,2021-03-31,Aurora,STN,0.8876,USD,gallion.USG.UGL,,88.75999999999999
247,Aurora-SZX,2020-01-05,2021-03-31,Aurora,SZX,449.88,USD,mTon,,136.2382097224309
248,Aurora-TGM,2020-04-15,2020-04-15,Aurora,TGM,2.0028,EUR,gallion.USG.UGL,,183.92873542106713
249,Aurora-TLV,2021-01-04,2021-01-04,Aurora,TLV,168.21,USDC,gallion.USG.UGL,,154.47699513270274
250,Aurora-TSN,2020-09-04,2020-09-04,Aurora,TSN,453,USD,mTon,,137.18304659967367
251,Aurora-TSR,2020-04-13,2020-04-13,Aurora,TSR,1.38,USD,gallion.USG.UGL,,138.0
252,Aurora-TUF,2020-11-04,2020-11-04,Aurora,TUF,2.465,USD,gallion.USG.UGL,,246.5
253,Aurora-TUN,2020-01-10,2020-01-10,Aurora,TUN,1.339,USD,gallion.USG.UGL,,133.9
254,Aurora-VOG,2021-01-04,2022-03-31,Aurora,VOG,623,USD,mTon,,188.6645431161075
255,Aurora-VOZ,2021-01-04,2022-03-31,Aurora,VOZ,722,USD,MTON,,
256,Aurora-YHZ,2020-05-19,2021-03-31,Aurora,YHZ,1.4986,USD,gallion.USG.UGL,,149.85999999999999
257,Aurora-ZAD,2020-08-17,2021-03-31,Aurora,ZAD,1.7625,USD,gallion.USG.UGL,,176.25
258,Bern Airport--BRN,2020-01-11,2021-03-31,Bern Airport ,BRN,1.09,USD,litter.L,,412.60988501539146
259,CAC-ABJ,2022-03-31,2023-03-31,CAC,ABJ,681.99,EUR,M3.1000L,,237.0844872955429
260,CAC-ALA,2023-01-03,2024-03-31,CAC,ALA,1395,USD,mTon,,422.45110376720703
261,CAC-ALG,2023-11-03,2024-03-31,CAC,ALG,2.8529,USD,gallion.USG.UGL,,285.29
262,CAC-AQJ,2023-01-03,2024-03-31,CAC,AQJ,3.7961,USD,gallion.USG.UGL,,379.61
263,CAC-ASB,2023-01-03,2024-03-31,CAC,ASB,1059.15,USD,mTon,,320.7448649140053
264,CAC-BKK,2023-01-03,2024-03-31,CAC,BKK,2.8286,USD,gallion.USG.UGL,,282.85999999999996
265,CAC-CMB,2023-01-03,2024-03-31,CAC,CMB,3.16,USD,gallion.USG.UGL,,316.0
266,CAC-GYD,2023-01-03,2024-03-31,CAC,GYD,1250,USD,mTon,,378.54041556201344
267,CAC-HKT,2023-01-03,2024-03-31,CAC,HKT,2.7378,USD,gallion.USG.UGL,,273.78
268,CAC-HRI,2023-01-03,2024-03-31,CAC,HRI,3.19,USD,gallion.USG.UGL,,319.0
269,CAC-JIB,2023-01-04,2024-03-31,CAC,JIB,4.780099798,USD,gallion.USG.UGL,,478.0099798
270,CAC-KIV,2023-01-03,2024-03-31,CAC,KIV,1180,USD,mTon,,357.3421522905407
271,Airport KSC LB-KSC,2023-06-09,2024-03-31,Airport KSC,KSC,1.29974,EUR,litter.L,,451.8368186983622
272,CAC-KSC,2023-03-23,2024-03-31,CAC,KSC,1.36071,EUR,litter.L,,473.0322045724903
273,CAC-MLE,2023-03-13,2024-03-31,CAC,MLE,1395,USD,mTon,,422.45110376720703
274,CAC-OUA,2023-01-03,2024-03-31,CAC,OUA,4.9122,USD,gallion.USG.UGL,,491.22
275,AEG LB-PED,2023-07-25,2024-03-31,AEG,PED,4.333985,USD,gallion.USG.UGL,,433.3985
276,CAC-PED,2023-01-03,2024-03-31,CAC,PED,1490.64,EUR,mTon,,414.5596363694442
277,CAC-PEK,2023-01-03,2024-03-31,CAC,PEK,1043,USD,mTon,,315.85412274494405
278,CAC-RZE,2023-01-03,2024-03-31,CAC,RZE,4.55,PLN,litter.L,,449.5075565562328
279,CAC-SEZ,2022-01-03,2023-03-31,CAC,SEZ,2.5795,USD,gallion.USG.UGL,,257.95
280,CAC-SLL,2023-01-03,2024-03-31,CAC,SLL,4.6276,USD,gallion.USG.UGL,,462.76
281,CAC-TAT,2022-03-31,2023-03-31,CAC,TAT,1.468,EUR,litter.L,,510.3301043664084
282,CAC-TSN,2023-01-03,2024-03-31,CAC,TSN,1043,USD,mTon,,315.85412274494405
283,CAC-WRO,2023-03-14,2024-03-31,CAC,WRO,3.96,PLN,litter.L,,391.21976350828174
284,EuroJet-ALA,2022-03-31,2023-03-31,EuroJet,ALA,1370,USD,mTon,,414.88029545596675
285,EuroJet-ASB,2022-03-31,2023-03-31,EuroJet,ASB,970,USD,mTon,,293.7473624761224
286,EuroJet-CLJ,2020-04-15,2021-03-31,EuroJet,CLJ,1.14577,USD,gallion.USG.UGL,,114.577
287,EuroJet-GDY,2022-03-31,2023-03-31,EuroJet,GDY,1300.75,USD,mTon,,393.9091564338312
288,EuroJet-KBL,2020-04-16,2020-04-16,EuroJet,KBL,3.715,USD,gallion.USG.UGL,,371.5
289,EuroJet-KDH,2020-04-16,2020-04-16,EuroJet,KDH,4.1,USD,gallion.USG.UGL,,409.99999999999994
290,UCIG-DIR,2023-07-19,2023-07-19,UCIG,DIR,4.6378,USD,gallion.USG.UGL,,463.78000000000003
291,EuroJet-KSC,2022-03-31,2022-03-31,EuroJet,KSC,4.9804,EUR,gallion.USG.UGL,,457.37900633667005
292,EuroJet-PEK,2022-03-31,2022-03-31,EuroJet,PEK,836.77,USD,mTon,,253.4010108238608
293,EuroJet-RZE,2022-03-31,2022-03-31,EuroJet,RZE,3.6033,EUR,gallion.USG.UGL,,330.91192947010745
294,EuroJet-TGM,2020-04-15,2021-03-31,EuroJet,TGM,1.07747,USD,gallion.USG.UGL,,107.74699999999999
295,EuroJet-TSE,2022-03-31,2023-03-31,EuroJet,TSE,1210,USD,mTon,,366.42712226402904
296,EuroJet-TSN,2022-03-31,2023-03-31,EuroJet,TSN,836.77,USD,mTon,,253.4010108238608
297,EuroJet-TSR,2020-04-13,2021-03-31,EuroJet,TSR,1.1503,USD,gallion.USG.UGL,,115.03000000000002
298,EuroJet-WRO,2022-03-31,2023-03-31,EuroJet,WRO,3.3392,EUR,gallion.USG.UGL,,306.6580953255579
299,Ist Jet-ABJ,2023-01-03,2024-03-31,Ist Jet,ABJ,823.31,EUR,M3.1000L,,286.2124506741938
300,Ist Jet-ABV,2020-01-06,2021-03-31,Ist Jet,ABV,1.72,USD,gallion.USG.UGL,,172.0
301,Ist Jet-ABZ,2020-06-23,2021-03-31,Ist Jet,ABZ,141.53,USDC,gallion.USG.UGL,,129.97520433464965
302,Ist Jet-ADD,2023-01-03,2024-03-31,Ist Jet,ADD,465.53,USDC,gallion.USG.UGL,,427.52318853889244
303,Ist Jet-ALA,2023-01-03,2024-03-31,Ist Jet,ALA,1426,USD,mTon,,431.8389060731449
304,Ist Jet-ALG,2023-01-03,2024-03-31,Ist Jet,ALG,309.08,USDC,gallion.USG.UGL,,283.8460832032326
305,Ist Jet-AMM,2020-01-10,2021-03-31,Ist Jet,AMM,1.7511,USD,gallion.USG.UGL,,175.11
306,Ist Jet-AQJ,2023-01-03,2024-03-31,Ist Jet,AQJ,371.6,USDC,gallion.USG.UGL,,341.2618238589402
307,Ist Jet-ASB,2021-01-04,2022-03-31,Ist Jet,ASB,179.55,USDC,gallion.USG.UGL,,164.89117457985122
308,Ist Jet-ASM,2023-01-03,2024-03-31,Ist Jet,ASM,301.57,USDC,gallion.USG.UGL,,276.94921480393054
309,Ist Jet-CPT,2020-01-06,2021-03-31,Ist Jet,CPT,0.6854,USD,gallion.USG.UGL,,68.54
310,Ist Jet-DMM,2023-01-03,2024-03-31,Ist Jet,DMM,320.5,USDC,gallion.USG.UGL,,294.33373128845625
311,Ist Jet-DOH,2020-11-08,2021-03-31,Ist Jet,DOH,1.16,USD,gallion.USG.UGL,,115.99999999999999
312,Ist Jet-ETM,2023-01-03,2024-03-31,Ist Jet,ETM,513.69,USDC,gallion.USG.UGL,,471.75130866011574
313,Ist Jet-EVN,2023-01-03,2024-03-31,Ist Jet,EVN,1400,USD,mTon,,423.9652654294551
314,Ist Jet-HEL,2020-07-30,2021-03-31,Ist Jet,HEL,1.2442,USD,gallion.USG.UGL,,124.42
315,Ist Jet-HFA,2023-03-28,2024-03-31,Ist Jet,HFA,513.69,USDC,gallion.USG.UGL,,471.75130866011574
316,Ist Jet-HRG,2021-01-04,2021-01-04,Ist Jet,HRG,213.65,USDC,gallion.USG.UGL,,196.20718155937183
317,Ist Jet-IBZ,2021-01-08,2021-01-08,Ist Jet,IBZ,215.89,USDC,gallion.USG.UGL,,198.26430342547525
318,Ist Jet-JED,2021-01-04,2021-01-04,Ist Jet,JED,162.97,USDC,gallion.USG.UGL,,149.66479933878225
319,Ist Jet-JIB,2022-07-03,2022-07-03,Ist Jet,JIB,343.65,USDC,gallion.USG.UGL,,315.59371843144453
320,Ist Jet-JNB,2022-01-03,2022-01-03,Ist Jet,JNB,281.23,USDC,gallion.USG.UGL,,258.2698135733309
321,Ist Jet-KEF,2020-01-04,2020-01-04,Ist Jet,KEF,227.46,USDC,gallion.USG.UGL,,208.88970520708972
322,Ist Jet-KGD,2020-06-19,2020-06-19,Ist Jet,KGD,584,USD,mTon,,176.85408215057268
323,Ist Jet-LIL,2020-01-04,2021-03-31,Ist Jet,LIL,223.39,USDC,gallion.USG.UGL,,205.1519882450179
324,Ist Jet-LOS,2020-01-05,2021-03-31,Ist Jet,LOS,186.16,USDC,gallion.USG.UGL,,170.96152080080816
325,Ist Jet-LXR,2021-01-04,2022-03-31,Ist Jet,LXR,215.65,USDC,gallion.USG.UGL,,198.0438975112499
326,Ist Jet-MLA,2020-01-05,2021-03-31,Ist Jet,MLA,1.795,USD,gallion.USG.UGL,,179.5
327,Ist Jet-MLE,2021-01-04,2022-03-31,Ist Jet,MLE,0.7789,USD,litter.L,,294.8457242554939
328,Ist Jet-MRU,2022-01-03,2023-03-31,Ist Jet,MRU,254.52,USDC,gallion.USG.UGL,,233.74047203599963
329,Ist Jet-MSQ,2022-01-04,2023-03-31,Ist Jet,MSQ,830,USD,mTon,,251.35083593317694
330,Ist Jet-NQZ,2023-01-03,2024-03-31,Ist Jet,NQZ,1390,USD,mTon,,420.936942104959
331,Ist Jet-OUA,2023-01-03,2024-03-31,Ist Jet,OUA,1205.02,EUR,M3.1000L,,418.9087066978623
332,Ist Jet-PEK,2023-01-03,2023-01-03,Ist Jet,PEK,275.16,USDC,gallion.USG.UGL,,252.69538065938104
333,Ist Jet-RHO,2020-01-04,2021-03-31,Ist Jet,RHO,2.4533,USD,gallion.USG.UGL,,245.33
334,Ist Jet-RUH,2023-01-03,2024-03-31,Ist Jet,RUH,292.26,USDC,gallion.USG.UGL,,268.39930204793825
335,Ist Jet-SAW,2023-01-04,2024-03-31,Ist Jet,SAW,0,USDC,gallion.USG.UGL,,0.0
336,Ist Jet-SLL,2022-01-03,2022-01-03,Ist Jet,SLL,432.27,USDC,gallion.USG.UGL,,396.9786022591606
337,Ist Jet-SSH,2021-01-04,2022-03-31,Ist Jet,SSH,214.65,USDC,gallion.USG.UGL,,197.12553953531088
338,Ist Jet-STN,2020-01-05,2021-03-31,Ist Jet,STN,0.09051,USD,gallion.USG.UGL,,9.051
339,Ist Jet-SZX,2020-01-05,2021-03-31,Ist Jet,SZX,466,USD,mTon,,141.11986692151862
340,Ist Jet-TLV,2021-01-04,2022-03-31,Ist Jet,TLV,168.21,USDC,gallion.USG.UGL,,154.47699513270274
341,Ist Jet-TSN,2023-01-03,2024-03-31,Ist Jet,TSN,275.16,USDC,gallion.USG.UGL,,252.69538065938104
342,Ist Jet-TUF,2020-11-04,2021-03-31,Ist Jet,TUF,249.34,USDC,gallion.USG.UGL,,228.9833777206355
343,Ist Jet-TUN,2020-01-10,2021-03-31,Ist Jet,TUN,1.384,USD,gallion.USG.UGL,,138.39999999999998
344,Ist Jet-VLC,2020-01-04,2021-03-31,Ist Jet,VLC,509.07,EUR,M3.1000L,,176.9712165098345
345,Ist Jet-WNZ,2023-01-03,2024-03-31,Ist Jet,WNZ,275.16,USDC,gallion.USG.UGL,,252.69538065938104
346,WF--TNG,2020-01-04,2020-01-04,WF ,TNG,2.357622,USD,gallion.USG.UGL,,235.7622
347,WF---OMO,2020-01-04,2021-03-31,WF  ,OMO,865,EUR,mTon,,240.56384201387945
348,Jetex-ABJ,2023-03-28,2024-03-31,Jetex,ABJ,828.31186,EUR,M3.1000L,,287.95127882948066
349,Jetex-ABV,2020-01-06,2021-03-31,Jetex,ABV,1.3845,USD,gallion.USG.UGL,,138.45000000000002
350,Jetex-ABZ,2020-09-04,2021-03-31,Jetex,ABZ,1.3978,USD,gallion.USG.UGL,,139.78
351,Jetex-ADD,2022-02-20,2023-03-31,Jetex,ADD,445.65,USDC,gallion.USG.UGL,,409.2662319772247
352,Jetex-AER,2022-09-04,2023-03-31,Jetex,AER,773.59913,EUR,mTon,,215.14448426750815
353,Jetex-ALA,2020-01-07,2021-03-31,Jetex,ALA,911.7351,USD,mTon,,276.1028669091791
354,Jetex-ALG,2023-11-03,2024-03-31,Jetex,ALG,2.8529,USD,gallion.USG.UGL,,285.29
355,Jetex-AMM,2020-06-19,2021-03-31,Jetex,AMM,1.3824,USD,gallion.USG.UGL,,138.24
356,Jetex-AQJ,2021-01-04,2021-01-04,Jetex,AQJ,203.42,USDC,gallion.USG.UGL,,186.81237946551565
357,Jetex-ASM,2021-01-04,2022-03-31,Jetex,ASM,301.57,USDC,gallion.USG.UGL,,276.94921480393054
358,Jetex-ASW,2022-02-17,2023-03-31,Jetex,ASW,291.65,USDC,gallion.USG.UGL,,267.8391036826155
359,Jetex-AUH,2020-04-15,2021-03-31,Jetex,AUH,1.0938,USD,gallion.USG.UGL,,109.38000000000001
360,Jetex-BGI,2020-05-19,2021-03-31,Jetex,BGI,1.9638,USD,gallion.USG.UGL,,196.38
361,Jetex-BGR,2020-05-19,2021-03-31,Jetex,BGR,1.9799,USD,gallion.USG.UGL,,197.99
362,Jetex-BIQ,2021-01-04,2022-03-31,Jetex,BIQ,368.94,USDC,gallion.USG.UGL,,338.8189916429424
363,Jetex-BRN,2020-01-11,2021-03-31,Jetex,BRN,4.3331,USD,gallion.USG.UGL,,433.31
364,Jetex-BZG,2020-01-04,2021-03-31,Jetex,BZG,2.35,EUR,gallion.USG.UGL,,215.81412434566994
365,Jetex-CAI,2021-01-04,2022-03-31,Jetex,CAI,1.83,USD,gallion.USG.UGL,,183.0
366,Jetex-CHR,2020-09-15,2021-03-31,Jetex,CHR,2.9541,USD,gallion.USG.UGL,,295.40999999999997
367,Jetex-CLJ,2020-08-17,2021-03-31,Jetex,CLJ,2.5182,USD,gallion.USG.UGL,,251.82000000000002
368,Jetex-CMF,2022-01-03,2023-03-31,Jetex,CMF,433.67,USDC,gallion.USG.UGL,,398.26430342547525
369,Jetex-CPT,2020-01-06,2021-03-31,Jetex,CPT,0.7535,USD,gallion.USG.UGL,,75.35
370,Jetex-CWL,2020-07-13,2021-03-31,Jetex,CWL,1.4417,USD,gallion.USG.UGL,,144.17
371,Jetex-DJE,2021-01-04,2022-03-31,Jetex,DJE,1.813,USD,gallion.USG.UGL,,181.29999999999998
372,Jetex-DME,2020-01-04,2020-01-04,Jetex,DME,824,USD,mTon,,249.53384193847927
373,Jetex-DOH,2020-01-08,2021-03-31,Jetex,DOH,1.153,USD,gallion.USG.UGL,,115.3
374,Jetex-DOJ,2020-11-04,2021-03-31,Jetex,DOJ,731,USD,mTon,,221.37043502066547
375,Jetex-DRS,2020-01-04,2021-03-31,Jetex,DRS,2.0497,USD,gallion.USG.UGL,,204.97
376,Jetex-DTM,2022-01-03,2023-03-31,Jetex,DTM,588.85,USDC,gallion.USG.UGL,,540.7750941316925
377,Jetex-DXB,2020-11-04,2021-03-31,Jetex,DXB,0.9604,USD,gallion.USG.UGL,,96.04
378,Jetex-EBB,2023-03-28,2024-03-31,Jetex,EBB,244.7,USDC,gallion.USG.UGL,,224.72219671227845
379,Jetex-EVN,2021-01-04,2022-03-31,Jetex,EVN,745,USD,mTon,,225.61008767496003
380,Jetex-FAE,2022-01-03,2023-03-31,Jetex,FAE,787.35,USDC,gallion.USG.UGL,,723.0691523555882
381,Jetex-FKB,2022-01-03,2023-03-31,Jetex,FKB,583.9,USDC,gallion.USG.UGL,,536.2292221507944
382,Jetex-FMO,2022-01-03,2023-03-31,Jetex,FMO,582.69,USDC,gallion.USG.UGL,,535.1180089999082
383,Jetex-GAN,2021-01-04,2022-03-31,Jetex,GAN,2.9847,USD,gallion.USG.UGL,,298.47
384,Jetex-GLA,2020-09-04,2021-03-31,Jetex,GLA,1.2937,USD,gallion.USG.UGL,,129.37
385,Jetex-GOJ,2021-01-04,2022-03-31,Jetex,GOJ,626.16,USD,mTon,,189.62149328664827
386,Jetex-GRZ,2022-02-20,2023-03-31,Jetex,GRZ,4.7675,USD,gallion.USG.UGL,,476.75
387,Jetex-GYD,2021-01-04,2022-03-31,Jetex,GYD,817,USD,mTon,,247.414015611332
388,Jetex-GZP,2020-01-04,2021-03-31,Jetex,GZP,276.14,USDC,gallion.USG.UGL,,253.59537147580124
389,Jetex-HEL,2020-07-30,2021-03-31,Jetex,HEL,1.2512,USD,gallion.USG.UGL,,125.12
390,Jetex-HHN,2020-04-17,2021-03-31,Jetex,HHN,1.1946,USD,gallion.USG.UGL,,119.46000000000001
391,Jetex-HMB,2020-09-18,2021-03-31,Jetex,HMB,2.2079,USD,gallion.USG.UGL,,220.79
392,Jetex-HRG,2021-01-04,2022-03-31,Jetex,HRG,213.65,USDC,gallion.USG.UGL,,196.20718155937183
393,Jetex-IKA,2020-06-29,2021-03-31,Jetex,IKA,1.61434,EUR,gallion.USG.UGL,,148.25420148773992
394,Jetex-JED,2021-01-04,2022-03-31,Jetex,JED,162.97,USDC,gallion.USG.UGL,,149.66479933878225
395,Jetex-JNB,2020-05-21,2021-03-31,Jetex,JNB,0.6863,USD,gallion.USG.UGL,,68.63
396,Jetex-KBL,2020-06-23,2021-03-31,Jetex,KBL,3.3376,USD,gallion.USG.UGL,,333.76
397,Jetex-KIV,2020-07-20,2021-03-31,Jetex,KIV,614.7351,USD,mTon,,186.16166417164473
398,Jetex-KLU,2022-02-20,2023-03-31,Jetex,KLU,1414.01332,EUR,M3.1000L,,491.5623733504427
399,Jetex-KRR,2022-01-04,2023-03-31,Jetex,KRR,752.47937,EUR,mTon,,209.2708997495763
400,Jetex-KUF,2021-01-04,2022-03-31,Jetex,KUF,572.86,USD,mTon,,173.480529967084
401,Jetex-KVA,2020-05-21,2021-03-31,Jetex,KVA,1.394,USD,gallion.USG.UGL,,139.39999999999998
402,Jetex-KZN,2021-01-04,2022-03-31,Jetex,KZN,597.76,USD,mTon,,181.02105504507932
403,Jetex-LEJ,2020-01-04,2021-03-31,Jetex,LEJ,1.9767,USD,gallion.USG.UGL,,197.67
404,Jetex-LFB,2023-02-04,2024-03-31,Jetex,LFB,0,USD,gallion.USG.UGL,,0.0
405,Jetex-LJU,2020-01-04,2021-03-31,Jetex,LJU,2.9284,USD,gallion.USG.UGL,,292.84
406,Jetex-LJU*,2020-01-04,2021-03-31,Jetex,LJU*,2.9284,USD,gallion.USG.UGL,,292.84
407,Jetex-LOS,2020-01-05,2021-03-31,Jetex,LOS,1.5519,USD,gallion.USG.UGL,,155.19
408,Jetex-LUX,2020-07-18,2021-03-31,Jetex,LUX,1.4017,USD,gallion.USG.UGL,,140.17
409,Jetex-LWO,2020-01-04,2021-03-31,Jetex,LWO,790,USD,mTon,,239.2375426351925
410,Jetex-LXR,2021-01-04,2022-03-31,Jetex,LXR,215.65,USDC,gallion.USG.UGL,,198.0438975112499
411,Jetex-MCT,2023-09-16,2024-03-31,Jetex,MCT,2.8626,USD,gallion.USG.UGL,,286.26
412,Jetex-MIR,2021-01-04,2021-01-04,Jetex,MIR,1.813,USD,gallion.USG.UGL,,181.29999999999998
413,Jetex-MLA,2020-01-05,2020-01-05,Jetex,MLA,1.9078,USD,gallion.USG.UGL,,190.78
414,Jetex-MLE,2021-01-04,2021-01-04,Jetex,MLE,0.7789,USD,litter.L,,294.8457242554939
415,Jetex-MRU,2024-01-04,2024-01-04,Jetex,MRU,321.8,USDC,gallion.USG.UGL,,295.52759665717696
416,Jetex-MSQ,2022-01-04,2022-01-04,Jetex,MSQ,1086.55629,USD,mTon,,329.0443756384957
417,Jetex-NHD,2020-01-07,2020-01-07,Jetex,NHD,2.63,USD,gallion.USG.UGL,,263.0
418,Jetex-OSR,2022-08-02,2023-03-31,Jetex,OSR,2.2407,EUR,gallion.USG.UGL,,205.77647166865643
419,Jetex-OUA,2022-01-03,2023-03-31,Jetex,OUA,649.01742,EUR,M3.1000L,,225.6220212416253
420,Jetex-PHC,2020-04-07,2021-03-31,Jetex,PHC,2.2447,USD,gallion.USG.UGL,,224.47
421,Jetex-PRN,2021-01-04,2022-03-31,Jetex,PRN,2.8295,USD,gallion.USG.UGL,,282.95
422,Jetex-PVG,2020-01-06,2021-03-31,Jetex,PVG,336.2608,USD,mTon,,101.83064237537208
423,Jetex-RBA,2020-09-16,2021-03-31,Jetex,RBA,1.6549,USD,gallion.USG.UGL,,165.49
424,Jetex-RMF,2023-01-04,2024-03-31,Jetex,RMF,411,USDC,gallion.USG.UGL,,377.4451281109376
425,Jetex-RTM,2020-01-04,2021-03-31,Jetex,RTM,528.68,USDC,gallion.USG.UGL,,485.5174947194416
426,Jetex-SBZ,2020-04-15,2021-03-31,Jetex,SBZ,765.9995,USD,mTon,,231.9694152402356
427,Jetex-SCV,2020-11-09,2021-03-31,Jetex,SCV,565.7586,USD,mTon,,171.32999644142635
428,Jetex-SGN,2020-01-06,2021-03-31,Jetex,SGN,0.7777,USD,gallion.USG.UGL,,77.77
429,Jetex-SKP,2021-01-04,2022-03-31,Jetex,SKP,2.4454,USD,gallion.USG.UGL,,244.54
430,Jetex-SLL,2022-01-04,2023-03-31,Jetex,SLL,2.137,USD,gallion.USG.UGL,,213.7
431,Jetex-SSH,2021-01-04,2022-03-31,Jetex,SSH,214.65,USDC,gallion.USG.UGL,,197.12553953531088
432,Jetex-STN,2020-01-05,2021-03-31,Jetex,STN,0.9633,USD,gallion.USG.UGL,,96.33
433,Jetex-SVQ,2020-09-04,2021-03-31,Jetex,SVQ,1.1852,USD,gallion.USG.UGL,,118.52000000000001
434,Jetex-SXF,2020-01-04,2021-03-31,Jetex,SXF,2.2406,USD,gallion.USG.UGL,,224.06
435,Jetex-SZX,2020-01-05,2021-03-31,Jetex,SZX,504.8755,USD,mTon,,152.89262526166345
436,Jetex-TGM,2020-04-15,2021-03-31,Jetex,TGM,765.9995,USD,mTon,,231.9694152402356
437,Jetex-TLS,2022-01-04,2023-03-31,Jetex,TLS,2.5574,USD,gallion.USG.UGL,,255.73999999999998
438,Jetex-TLV,2021-01-04,2022-03-31,Jetex,TLV,1.71,USD,gallion.USG.UGL,,171.0
439,Jetex-TSN,2020-01-07,2021-03-31,Jetex,TSN,395.4251,USD,mTon,,119.74750534212059
440,Jetex-TUF,2020-09-04,2021-03-31,Jetex,TUF,2.6489,USD,gallion.USG.UGL,,264.89
441,Jetex-VKO,2021-01-04,2022-03-31,Jetex,VKO,949.1933,USD,mTon,,287.4464209845431
442,Jetex-VOG,2021-01-04,2022-03-31,Jetex,VOG,654.56,USD,mTon,,198.2219315282172
443,Jetex-VOZ,2021-01-04,2022-03-31,Jetex,VOZ,753.76,USD,mTon,,228.2628989072186
444,Jetex-WNZ,2020-01-11,2021-03-31,Jetex,WNZ,507.7351,USD,mTon,,153.75860459953637
445,Jetex-WRO,2020-09-22,2021-03-31,Jetex,WRO,1.5727,EUR,gallion.USG.UGL,,144.43015887592983
446,Jetex-ZAD,2020-08-17,2021-03-31,Jetex,ZAD,1.4461,USD,gallion.USG.UGL,,144.60999999999999
447,RN-AERO-AER,2020-01-04,2020-01-04,RN AERO,AER,746,USD,mTon,,225.91292000740964
448,RN-AERO-SVO,2023-01-03,2023-01-03,RN AERO,SVO,1127.04,USD,mTon,,341.3041519640093
449,RN-AERO-VKO,2023-01-03,2023-01-03,RN AERO,VKO,1122.04,USD,mTon,,339.78999030176124
450,RN-AERO-LED,2023-01-03,2023-01-03,RN AERO,LED,1162.04,USD,mTon,,351.9032835997457
451,Royal Petrol-ADD,2023-09-03,2023-09-03,Royal Petrol,ADD,466.98,USDC,gallion.USG.UGL,,428.85480760400407
452,Royal Petrol-ALA,2022-01-03,2022-01-03,Royal Petrol,ALA,1295,USD,mTon,,392.16787052224595
453,Royal Petrol-ALG,2023-02-04,2024-03-31,Royal Petrol,ALG,258.22,USDC,gallion.USG.UGL,,237.13839654697404
454,Royal Petrol-AQJ,2021-01-04,2022-03-31,Royal Petrol,AQJ,2.1944,USD,gallion.USG.UGL,,219.44
455,Royal Petrol-ASM,2022-01-03,2023-03-31,Royal Petrol,ASM,3.01571,USD,gallion.USG.UGL,,301.57099999999997
456,Royal Petrol-ASW,2023-05-09,2024-03-31,Royal Petrol,ASW,338.65,USDC,gallion.USG.UGL,,311.0019285517495
457,Royal Petrol-AUH,2021-12-16,2022-03-31,Royal Petrol,AUH,229.95,USDC,gallion.USG.UGL,,211.17641656717788
458,Royal Petrol-CAI,2023-05-09,2024-03-31,Royal Petrol,CAI,306,USDC,gallion.USG.UGL,,281.01754063734046
459,Royal Petrol-CMB,2022-05-05,2023-03-31,Royal Petrol,CMB,366.5,USDC,gallion.USG.UGL,,336.5781981816512
460,Royal Petrol-DMM,2023-01-03,2024-03-31,Royal Petrol,DMM,302.43,USDC,gallion.USG.UGL,,277.7390026632381
461,Royal Petrol-DOH,2022-01-02,2023-03-31,Royal Petrol,DOH,217.7,USDC,gallion.USG.UGL,,199.92653136192487
462,Royal Petrol-DWC,2022-01-04,2023-03-31,Royal Petrol,DWC,267.85,USDC,gallion.USG.UGL,,245.9821838552668
463,Royal Petrol-EVN,2023-01-03,2024-03-31,Royal Petrol,EVN,1413,USD,mTon,,427.90208575130004
464,Royal Petrol-FJR,2021-06-05,2022-03-31,Royal Petrol,FJR,1.78,USD,gallion.USG.UGL,,178.0
465,Royal Petrol-HFA,2023-03-28,2024-03-31,Royal Petrol,HFA,513.69,USDC,gallion.USG.UGL,,471.75130866011574
466,Royal Petrol-HRG,2023-05-09,2024-03-31,Royal Petrol,HRG,340.65,USDC,gallion.USG.UGL,,312.8386445036275
467,Royal Petrol-HRI,2022-05-05,2023-03-31,Royal Petrol,HRI,369.5,USDC,gallion.USG.UGL,,339.3332721094683
468,Royal Petrol-JED,2021-01-11,2022-03-31,Royal Petrol,JED,229.45,USDC,gallion.USG.UGL,,210.71723757920836
469,Royal Petrol-JIB,2023-01-03,2024-03-31,Royal Petrol,JIB,473.01,USDC,gallion.USG.UGL,,434.39250619891635
470,Royal Petrol-LXR,2023-05-09,2024-03-31,Royal Petrol,LXR,341.65,USDC,gallion.USG.UGL,,313.7570024795665
471,Royal Petrol-MCT,2022-01-01,2023-03-31,Royal Petrol,MCT,216.9,USDC,gallion.USG.UGL,,199.19184498117366
472,Royal Petrol-MLE,2023-10-01,2024-03-31,Royal Petrol,MLE,473.42,USDC,gallion.USG.UGL,,434.76903296905135
473,Royal Petrol-MRU,2022-05-02,2023-03-31,Royal Petrol,MRU,243,USDC,gallion.USG.UGL,,223.1609881531821
